,height,weight,size,color
3804,160.02,71.66759446,,
3805,170.18,71.66759446,,
3806,162.56,70.30681735,,
3807,177.8,93.89362059,,
3808,172.72,86.1825503,,
3809,193.04,88.45051215000001,,
3810,177.8,74.38914868,,
3811,182.88,62.142154690000005,,
3812,193.04,92.07925111,,
3813,177.8,74.84274105,,
3814,187.96,90.718474,,
3815,182.88,87.99691978,,
3816,182.88,83.46099608,,
3817,177.8,92.07925111,,
3818,180.34,95.2543977,,
3819,172.72,78.01788764,,
3820,165.1,73.02837157,,
3821,175.26,89.35769689,,
3822,170.18,72.57477920000001,,
3823,177.8,82.10021897,,
3824,172.72,89.35769689,,
3825,172.72,74.38914868,,
3826,180.34,95.2543977,,
3827,180.34,70.30681735,,
3828,175.26,87.54332741,,
3829,172.72,79.37866475,,
3830,177.8,88.45051215000001,,
3831,167.64000000000001,86.1825503,,
3832,182.88,84.82177319,,
3833,172.72,79.37866475,,
3834,170.18,74.84274105,,
3835,177.8,96.16158244,,
3836,172.72,87.54332741,,
3837,198.12,81.6466266,,
3838,175.26,88.45051215000001,,
3839,172.72,74.84274105,,
3840,177.8,72.57477920000001,,
3841,175.26,111.13013065000001,,
3842,165.1,75.74992579,,
3843,175.26,104.32624510000001,,
3844,175.26,111.13013065000001,,
3845,180.34,68.49244787,,
3846,175.26,99.79032140000001,,
3847,182.88,104.32624510000001,,
3848,180.34,94.34721296000001,,
3849,182.88,86.1825503,,
3850,167.64000000000001,102.05828325,,
3851,165.1,70.30681735,,
3852,182.88,99.79032140000001,,
3853,170.18,63.502931800000006,,
3854,182.88,98.88313666,,
3855,187.96,92.53284348000001,,
3856,172.72,90.718474,,
3857,175.26,83.46099608,,
3858,177.8,77.1107029,,
3859,172.72,97.52235955,,
3860,187.96,97.52235955,,
3861,180.34,77.1107029,,
3862,175.26,79.37866475,,
3863,175.26,92.98643585,,
3864,165.1,77.1107029,,
3865,170.18,63.502931800000006,,
3866,180.34,81.6466266,,
3867,175.26,99.79032140000001,,
3868,180.34,90.718474,,
3869,175.26,70.30681735,,
3870,182.88,68.0388555,,
3871,180.34,108.8621688,,
3872,175.26,68.0388555,,
3873,177.8,79.37866475,,
3874,172.72,83.91458845000001,,
3875,180.34,57.60623099,,
3876,167.64000000000001,96.16158244,,
3877,182.88,92.98643585,,
3878,172.72,108.8621688,,
3879,182.88,89.35769689,,
3880,185.42000000000002,92.53284348000001,,
3881,175.26,77.1107029,,
3882,175.26,80.73944186,,
3883,187.96,81.6466266,,
3884,167.64000000000001,70.30681735,,
3885,182.88,92.07925111,,
3886,193.04,89.35769689,,
3887,182.88,86.1825503,,
3888,175.26,107.04779932000001,,
3889,177.8,73.48196394,,
3890,185.42000000000002,99.33672903,,
3891,167.64000000000001,88.45051215000001,,
3892,177.8,80.73944186,,
3893,180.34,104.32624510000001,,
3894,167.64000000000001,69.39963261,,
3895,175.26,87.99691978,,
3896,182.88,80.28584949,,
3897,170.18,72.57477920000001,,
3898,175.26,92.53284348000001,,
3899,187.96,79.37866475,,
3900,177.8,81.19303423000001,,
3901,172.72,81.6466266,,
3902,187.96,111.13013065000001,,
3903,187.96,74.84274105,,
3904,182.88,96.16158244,,
3905,167.64000000000001,68.0388555,,
3906,177.8,103.87265273,,
3907,185.42000000000002,92.98643585,,
3908,172.72,83.46099608,,
3909,182.88,97.52235955,,
3910,187.96,93.44002822,,
3911,180.34,86.1825503,,
3912,170.18,76.65711053,,
3913,175.26,83.46099608,,
3914,182.88,77.1107029,,
3915,175.26,108.8621688,,
3916,175.26,72.57477920000001,,
3917,185.42000000000002,83.91458845000001,,
3918,185.42000000000002,132.44897204,,
3919,182.88,85.27536556,,
3920,167.64000000000001,74.38914868,,
3921,172.72,68.0388555,,
3922,187.96,90.718474,,
3923,170.18,77.1107029,,
3924,175.26,79.37866475,,
3925,172.72,90.718474,,
3926,185.42000000000002,92.07925111,,
3927,182.88,81.6466266,,
3928,175.26,73.02837157,,
3929,185.42000000000002,75.29633342000001,,
3930,180.34,70.30681735,,
3931,187.96,90.718474,,
3932,177.8,75.74992579,,
3933,172.72,70.30681735,,
3934,167.64000000000001,75.29633342000001,,
3935,172.72,81.6466266,,
3936,172.72,79.37866475,,
3937,182.88,90.718474,,
3938,175.26,74.84274105,,
3939,180.34,95.2543977,,
3940,180.34,69.39963261,,
3941,175.26,78.92507238,,
3942,180.34,81.6466266,,
3943,175.26,72.57477920000001,,
3944,180.34,81.6466266,,
3945,180.34,96.16158244,,
3946,180.34,104.32624510000001,,
3947,177.8,85.27536556,,
3948,170.18,70.30681735,,
3949,177.8,95.2543977,,
3950,180.34,100.24391377,,
3951,175.26,96.61517481,,
3952,193.04,82.55381134000001,,
3953,172.72,83.00740371,,
3954,170.18,71.66759446,,
3955,175.26,92.98643585,,
3956,172.72,90.718474,,
3957,182.88,79.37866475,,
3958,180.34,90.718474,,
3959,180.34,89.35769689,,
3960,170.18,77.1107029,,
3961,180.34,99.79032140000001,,
3962,180.34,92.98643585,,
3963,180.34,83.91458845000001,,
3964,175.26,79.37866475,,
3965,175.26,94.80080533,,
3966,167.64000000000001,84.82177319,,
3967,185.42000000000002,98.88313666,,
3968,177.8,86.1825503,,
3969,185.42000000000002,87.99691978,,
3970,167.64000000000001,60.781377580000004,,
3971,172.72,83.91458845000001,,
3972,198.12,98.88313666,,
3973,177.8,76.65711053,,
3974,177.8,96.16158244,,
3975,187.96,94.80080533,,
3976,172.72,83.91458845000001,,
3977,185.42000000000002,83.91458845000001,,
3978,182.88,103.87265273,,
3979,175.26,65.77089365,,
3980,175.26,83.91458845000001,,
3981,175.26,83.91458845000001,,
3982,182.88,86.63614267,,
3983,182.88,81.6466266,,
3984,193.04,95.2543977,,
3985,177.8,78.47148001000001,,
3986,182.88,98.88313666,,
3987,182.88,60.781377580000004,,
3988,180.34,68.0388555,,
3989,180.34,83.91458845000001,,
3990,185.42000000000002,86.1825503,,
3991,187.96,92.98643585,,
3992,185.42000000000002,106.59420695,,
3993,182.88,85.72895793,,
3994,193.04,84.82177319,,
3995,175.26,77.1107029,,
3996,185.42000000000002,94.34721296000001,,
3997,175.26,80.73944186,,
3998,182.88,95.2543977,,
3999,167.64000000000001,76.20351816,,
4000,172.72,76.65711053,,
4001,185.42000000000002,74.84274105,,
4002,182.88,83.91458845000001,,
4003,190.5,102.05828325,,
4004,170.18,68.0388555,,
4005,165.1,75.74992579,,
4006,170.18,84.36818082,,
4007,190.5,90.718474,,
4008,185.42000000000002,97.52235955,,
4009,170.18,73.48196394,,
4010,182.88,92.53284348000001,,
4011,185.42000000000002,88.45051215000001,,
4012,190.5,102.05828325,,
4013,182.88,66.22448602,,
4014,172.72,72.57477920000001,,
4015,193.04,117.9340162,,
4016,193.04,86.1825503,,
4017,177.8,78.92507238,,
4018,172.72,78.47148001000001,,
4019,175.26,70.30681735,,
4020,175.26,83.46099608,,
4021,185.42000000000002,76.65711053,,
4022,175.26,73.02837157,,
4023,172.72,79.37866475,,
4024,172.72,78.01788764,,
4025,172.72,79.37866475,,
4026,182.88,90.718474,,
4027,182.88,131.5417873,,
4028,180.34,86.1825503,,
4029,170.18,68.94604024,,
4030,185.42000000000002,86.1825503,,
4031,180.34,103.41906036,,
4032,180.34,80.28584949,,
4033,167.64000000000001,69.39963261,,
4034,180.34,97.52235955,,
4035,177.8,79.37866475,,
4036,167.64000000000001,71.66759446,,
4037,172.72,88.45051215000001,,
4038,170.18,101.15109851000001,,
4039,170.18,74.84274105,,
4040,180.34,92.98643585,,
4041,182.88,95.2543977,,
4042,170.18,67.13167076,,
4043,180.34,95.2543977,,
4044,180.34,84.82177319,,
4045,167.64000000000001,79.37866475,,
4046,177.8,70.30681735,,
4047,165.1,73.48196394,,
4048,175.26,83.91458845000001,,
4049,165.1,81.6466266,,
4050,177.8,68.94604024,,
4051,180.34,89.35769689,,
4052,172.72,70.30681735,,
4053,180.34,74.84274105,,
4054,180.34,95.2543977,,
4055,182.88,78.47148001000001,,
4056,165.1,97.52235955,,
4057,170.18,68.0388555,,
4058,180.34,67.13167076,,
4059,180.34,79.37866475,,
4060,167.64000000000001,78.47148001000001,,
4061,182.88,99.79032140000001,,
4062,193.04,97.52235955,,
4063,182.88,80.28584949,,
4064,177.8,80.28584949,,
4065,170.18,65.77089365,,
4066,167.64000000000001,68.0388555,,
4067,175.26,81.6466266,,
4068,175.26,63.04933943,,
4069,175.26,77.1107029,,
4070,177.8,68.0388555,,
4071,157.48,58.9670081,,
4072,170.18,72.57477920000001,,
4073,175.26,83.91458845000001,,
4074,187.96,77.1107029,,
4075,177.8,86.1825503,,
4076,185.42000000000002,89.35769689,,
4077,170.18,72.57477920000001,,
4078,180.34,87.99691978,,
4079,170.18,84.36818082,,
4080,175.26,74.84274105,,
4081,185.42000000000002,98.88313666,,
